rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
147,11600,Real Estate,Stephen Ross,82,United States,Real estate,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
148,11500,Technology,Pavel Durov,38,United Arab Emirates,Messaging app,Technology,,TRUE,D,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
148,11500,Healthcare,Andreas Struengmann & family,73,Germany,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
148,11500,Healthcare,Thomas Struengmann & family,73,Germany,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
151,11400,Food & Beverage,Liu Hanyuan,59,China,Agribusiness,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
151,11400,Fashion & Retail,Michael Rubin,50,United States,Online retail,Fashion & Retail,Kynetic,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
153,11300,Finance & Investments,Israel Englander,74,United States,Hedge funds,Finance & Investments,"Millennium Management, L.L.C.",TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
153,11300,Manufacturing,Viatcheslav Kantor,69,Israel,"Fertilizer, real estate",Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
153,11300,Manufacturing,Anthony Pratt,62,Australia,Manufacturing,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
153,11300,Finance & Investments,Mikhail Prokhorov,57,Switzerland,Investments,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
157,11100,Fashion & Retail,Giorgio Armani,88,Italy,Luxury goods,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
157,11100,Fashion & Retail,Johann Rupert & family,72,South Africa,Luxury goods,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$351,431,649,241",100.9,63.9,27.5,29.2,58558270
159,11000,Finance & Investments,Gong Hongjia & family,58,Hong Kong,Video surveillance,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,,,,,,
159,11000,Technology,Zhang Zhidong,51,China,Internet media,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
161,10900,Finance & Investments,Philip Anschutz,83,United States,"Energy, sports, entertainment",Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
161,10900,Fashion & Retail,Judy Love & family,85,United States,Gas stations,Fashion & Retail,Love's Travel Stops and Country Stores,TRUE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67,Mexico,"Retail, media",Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$1,258,286,717,125",105.8,75,13.1,55.1,126014024
164,10700,Media & Entertainment,Donald Newhouse,93,United States,Media,Media & Entertainment,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
165,10600,Sports,Robert Kraft,81,United States,"Manufacturing, New England Patriots",Sports,The Kraft Group,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
165,10600,Food & Beverage,Marcel Herrmann Telles,73,Brazil,Beer,Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
167,10500,Finance & Investments,Suleiman Kerimov & family,57,Russia,Gold,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
167,10500,Fashion & Retail,Sky Xu,39,China,E-commerce,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
167,10500,Finance & Investments,Changpeng Zhao,45,United Arab Emirates,Cryptocurrency exchange,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
170,10300,Finance & Investments,Andrew Beal,70,United States,"Banks, real estate",Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
171,10200,Technology,Mike Cannon-Brookes,43,Australia,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
171,10200,Healthcare,Carl Cook,60,United States,Medical devices,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
171,10200,Technology,David Duffield,82,United States,Business software,Technology,Workday,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
171,10200,Energy,Jeffery Hildebrand,64,United States,Oil,Energy,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
171,10200,Manufacturing,Viktor Rashnikov,74,Russia,Steel,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
171,10200,Technology,Eduardo Saverin,41,Singapore,Facebook,Technology,Meta Platforms,TRUE,D,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
171,10200,Automotive,Georg Schaeffler,58,Germany,Auto parts,Automotive,,FALSE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
171,10200,Fashion & Retail,Christy Walton,74,United States,Walmart,Fashion & Retail,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
179,10100,Technology,Scott Farquhar,43,Australia,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
179,10100,Diversified,Quek Leng Chan,81,Malaysia,"Banking, property",Diversified,,FALSE,D,M,4/4/2023 5:01,"$364,701,517,788",105.3,76,12,38.7,32447385
179,10100,Real Estate,Wu Yajun,59,China,Real estate,Real Estate,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
182,10000,Energy,Autry Stephens,85,United States,Oil,Energy,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
183,9900,Service,Liu Yongxing,74,China,Diversified,Service,East Hope Group,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
184,9800,Diversified,Vinod Adani,74,United Arab Emirates,"Infrastructure, commodities",Diversified,,TRUE,Split Family Fortune,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
184,9800,Fashion & Retail,Nicolas Puech,80,Switzerland,Hermes,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
184,9800,Logistics,"Jacques Saadé, Jr.",51,France,Shipping,Logistics,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
184,9800,Logistics,Rodolphe Saadé,53,France,Shipping,Logistics,CMA CGM,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
184,9800,Logistics,Tanya Saadé Zeenny,55,France,Shipping,Logistics,,FALSE,Split Family Fortune,F,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
184,9800,Finance & Investments,Melker Schorling & family,75,Sweden,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
190,9700,Manufacturing,Andrei Guriev & family,63,Russia,Fertilizers,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
190,9700,Finance & Investments,Michael Kim,59,South Korea,Private equity,Finance & Investments,MBK Partners,TRUE,U,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
190,9700,Technology,Lei Jun,53,China,Smartphones,Technology,Xiaomi,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
190,9700,Manufacturing,Friedhelm Loh,76,Germany,Manufacturing,Manufacturing,,FALSE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
190,9700,Healthcare,Sun Piaoyang,64,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
195,9600,Technology,Rick Cohen & family,70,United States,Warehouse automation,Technology,C&S Wholesale Grocers,FALSE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
195,9600,Energy,Jin Baofang,70,China,Solar panels,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
195,9600,Manufacturing,Luo Liguo & family,67,China,Chemicals,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
195,9600,Food & Beverage,Marijke Mars,58,United States,"Candy, pet food",Food & Beverage,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
195,9600,Food & Beverage,Pamela Mars,62,United States,"Candy, pet food",Food & Beverage,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
195,9600,Food & Beverage,Valerie Mars,64,United States,"Candy, pet food",Food & Beverage,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
195,9600,Food & Beverage,Victoria Mars,66,United States,"Candy, pet food",Food & Beverage,,FALSE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
202,9500,Finance & Investments,Vincent Bolloré & family,71,France,Investments,Finance & Investments,,FALSE,U,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
202,9500,Diversified,Jim Pattison,94,Canada,Diversified,Diversified,Jim Pattison Group,TRUE,D,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
204,9400,Healthcare,Ernesto Bertarelli,57,Switzerland,"Biotech, investments",Healthcare,,FALSE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
204,9400,Technology,Wang Xing,44,China,Food delivery,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
206,9300,Technology,Brian Chesky,41,United States,Airbnb,Technology,"Airbnb, Inc.",TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
206,9300,Manufacturing,James Dyson,75,United Kingdom,Vacuums,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
208,9200,Diversified,Roman Abramovich & family,56,Russia,"Steel, investments",Diversified,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
208,9200,Diversified,Antonia Ax:son Johnson & family,79,Sweden,Diversified,Diversified,,FALSE,U,F,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
208,9200,Energy,Daniel Kretinsky,47,Czech Republic,"Energy, investments",Energy,,TRUE,U,M,4/4/2023 5:01,"$246,489,245,495",100.7,79,14.9,46.1,10669709
208,9200,Media & Entertainment,John Malone,82,United States,Cable television,Media & Entertainment,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
208,9200,Technology,Azim Premji,77,India,Software services,Technology,Wipro Ltd.,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
208,9200,Finance & Investments,Charles Schwab,85,United States,Discount brokerage,Finance & Investments,Charles Schwab Corp.,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
208,9200,Fashion & Retail,Eric Smidt,63,United States,Hardware stores,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
215,9000,Technology,David Cheriton,72,United States,Google,Technology,Stanford University,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
215,9000,Metals & Mining,Ivan Glasenberg,66,Switzerland,Mining,Metals & Mining,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
215,9000,Real Estate,Alexander Otto,55,Germany,Real estate,Real Estate,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
215,9000,Food & Beverage,Anthony von Mandl,73,Canada,Alcoholic beverages,Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
215,9000,Manufacturing,Wang Liping & family,57,China,Hydraulic machinery,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
220,8900,Food & Beverage,Finn Rausing,68,United Kingdom,Packaging,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
220,8900,Food & Beverage,Jorn Rausing,63,United Kingdom,Packaging,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
220,8900,Food & Beverage,Kirsten Rausing,70,United Kingdom,Packaging,Food & Beverage,,FALSE,D,F,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
223,8800,Fashion & Retail,Tatyana Bakalchuk,47,Russia,Ecommerce,Fashion & Retail,,TRUE,U,F,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
223,8800,Technology,John Doerr,71,United States,Venture capital,Technology,Kleiner Perkins,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
223,8800,Technology,Richard Liu,49,China,E-commerce,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
223,8800,Technology,Dustin Moskovitz,38,United States,Facebook,Technology,Asana,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
223,8800,Technology,Pierre Omidyar,55,United States,"EBay, PayPal",Technology,eBay,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
223,8800,Energy,Pei Zhenhua,64,China,Batteries,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
223,8800,Energy,Carrie Perrodo & family,72,United Kingdom,Oil,Energy,,FALSE,U,F,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
230,8700,Manufacturing,Chen Jianhua,52,China,Chemicals,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
230,8700,Fashion & Retail,Michael Otto,79,Germany,"Retail, real estate",Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
232,8600,Finance & Investments,Leon Black,71,United States,Private equity,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
232,8600,Finance & Investments,Graeme Hart,67,New Zealand,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$206,928,765,544",100,81.9,29,34.6,4841000
232,8600,Food & Beverage,Ravi Jaipuria,68,India,"Soft drinks, fast food",Food & Beverage,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
232,8600,Technology,Hasso Plattner & family,79,Germany,Software,Technology,,TRUE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
232,8600,Food & Beverage,Carlos Alberto Sicupira & family,75,Switzerland,Beer,Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
232,8600,Real Estate,Manuel Villar,73,Philippines,Real estate,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$376,795,508,680",107.5,71.1,14,43.1,108116615
232,8600,Technology,Andreas von Bechtolsheim & family,67,United States,Google,Technology,Arista Networks,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
239,8500,Finance & Investments,"Chase Coleman, III.",47,United States,Investments,Finance & Investments,Tiger Global Management,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
239,8500,Fashion & Retail,Ann Walton Kroenke,74,United States,Walmart,Fashion & Retail,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
239,8500,Manufacturing,Li Zhenguo & family,55,China,Solar wafers and modules,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
242,8400,Media & Entertainment,Jim Kennedy,75,United States,"Media, automotive",Media & Entertainment,Cox Enterprises,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
242,8400,Metals & Mining,Nicky Oppenheimer & family,77,South Africa,Diamonds,Metals & Mining,,FALSE,D,M,4/4/2023 5:01,"$351,431,649,241",100.9,63.9,27.5,29.2,58558270
242,8400,Media & Entertainment,Blair Parry-Okeden,72,Australia,"Media, automotive",Media & Entertainment,,FALSE,U,F,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
242,8400,Metals & Mining,Zheng Shuliang & family,77,China,Aluminum products,Metals & Mining,,FALSE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
246,8300,Fashion & Retail,John Morris,75,United States,Sporting goods retail,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
246,8300,Fashion & Retail,Stefano Pessina,81,Monaco,Drugstores,Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$7,184,844,193",,,,,38964
246,8300,Finance & Investments,Francine von Finck & family,,Switzerland,Investments,Finance & Investments,,FALSE,D,F,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
249,8200,Real Estate,Francis Choi,75,Hong Kong,Real estate,Real Estate,,TRUE,U,M,4/4/2023 5:01,,,,,,
249,8200,Energy,German Khan,61,Russia,"Oil, banking, telecom",Energy,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
249,8200,Diversified,Abdulsamad Rabiu,62,Nigeria,"Cement, sugar",Diversified,,FALSE,U,M,4/4/2023 5:01,"$448,120,428,859",84.7,54.3,1.5,34.8,200963599
249,8200,Finance & Investments,George Roberts,79,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
249,8200,Real Estate,Kushal Pal Singh,91,India,Real estate,Real Estate,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
249,8200,Real Estate,Wang Jianlin,68,China,Real estate,Real Estate,Dalian Wanda Group,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
249,8200,Real Estate,Yang Huiyan & family,41,China,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
256,8100,Diversified,Laurent Dassault,69,France,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
256,8100,Diversified,Thierry Dassault,66,France,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
256,8100,Food & Beverage,Tilman Fertitta,65,United States,"Houston Rockets, entertainment",Food & Beverage,Landry's Inc,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
256,8100,Diversified,Marie-Hélène Habert-Dassault,58,France,Diversified,Diversified,,FALSE,D,F,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
256,8100,Gambling & Casinos,Karel Komarek,54,Switzerland,"Oil and gas, IT, lotteries",Gambling & Casinos,,TRUE,U,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
261,8000,Technology,Nathan Blecharczyk,39,United States,Airbnb,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
261,8000,Energy,Leonid Fedun,66,Russia,Oil,Energy,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
261,8000,Fashion & Retail,Bernard Marcus,93,United States,Home Depot,Fashion & Retail,Home Depot,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
261,8000,Finance & Investments,Patrick Ryan,85,United States,Insurance,Finance & Investments,Ryan Specialty Group,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
261,8000,Finance & Investments,Robert F. Smith,60,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
261,8000,Metals & Mining,Pavel Tykac,58,Czech Republic,Coal mines,Metals & Mining,,TRUE,U,M,4/4/2023 5:01,"$246,489,245,495",100.7,79,14.9,46.1,10669709
261,8000,Finance & Investments,Eric Wittouck,76,Monaco,Investments,Finance & Investments,,FALSE,D,M,4/4/2023 5:01,"$7,184,844,193",,,,,38964
268,7900,Finance & Investments,Orlando Bravo,52,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
268,7900,Fashion & Retail,Ding Shizhong,52,China,Sports apparel,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
268,7900,Fashion & Retail,Nancy Walton Laurie,71,United States,Walmart,Fashion & Retail,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
268,7900,Technology,Jay Y. Lee,54,South Korea,Samsung,Technology,,FALSE,D,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
268,7900,Finance & Investments,Ramzi Musallam,54,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
268,7900,Finance & Investments,David Shaw,72,United States,Hedge funds,Finance & Investments,"D. E. Shaw & Co., L.P.",TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
268,7900,Metals & Mining,Andrei Skoch & family,57,Russia,Metals and mining,Metals & Mining,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
268,7900,Diversified,Georg Stumpf,50,Austria,"Real estate, construction",Diversified,,TRUE,E,M,4/4/2023 5:01,"$446,314,739,528",103.1,81.6,25.4,51.4,8877067
276,7800,Telecom,Rocco Commisso,73,United States,Telecom,Telecom,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
276,7800,Manufacturing,Li Shuirong & family,66,China,Petrochemicals,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
276,7800,Manufacturing,Lin Shu-hong,94,Taiwan,Petrochemicals,Manufacturing,,TRUE,U,M,4/4/2023 5:01,,,,,,
